# number of time periods
200

# flights - from to capacity
# first line is number of flights
8
1 0 30
2 0 43
3 0 27
4 0 36
0 1 44
0 2 41
0 3 30
0 4 20

# itineraries - from to class fare
# first line is number of itineraries
40
0 1 0 24.0
0 1 1 96.0
0 2 0 34.0
0 2 1 136.0
0 3 0 67.0
0 3 1 268.0
0 4 0 62.0
0 4 1 248.0
1 0 0 24.0
1 0 1 96.0
1 2 0 53.0
1 2 1 212.0
1 3 0 47.0
1 3 1 188.0
1 4 0 56.0
1 4 1 224.0
2 0 0 34.0
2 0 1 136.0
2 1 0 53.0
2 1 1 212.0
2 3 0 82.0
2 3 1 328.0
2 4 0 96.0
2 4 1 384.0
3 0 0 67.0
3 0 1 268.0
3 1 0 47.0
3 1 1 188.0
3 2 0 82.0
3 2 1 328.0
3 4 0 93.0
3 4 1 372.0
4 0 0 62.0
4 0 1 248.0
4 1 0 56.0
4 1 1 224.0
4 2 0 96.0
4 2 1 384.0
4 3 0 93.0
4 3 1 372.0

# probabilities - time period itinerary probability
# probability of having no requests is 0.0
0	[ 0 1 0 ]	0.09960128709206886	[ 0 1 1 ]	0.0	[ 0 2 0 ]	0.041764450952859716	[ 0 2 1 ]	0.0	[ 0 3 0 ]	0.030921258465293217	[ 0 3 1 ]	0.0	[ 0 4 0 ]	0.01219439738640903	[ 0 4 1 ]	0.0	[ 1 0 0 ]	0.06939032495094886	[ 1 0 1 ]	0.0	[ 1 2 0 ]	0.03976943899547469	[ 1 2 1 ]	0.0	[ 1 3 0 ]	0.07307652515831342	[ 1 3 1 ]	0.0	[ 1 4 0 ]	5.284171054752357E-4	[ 1 4 1 ]	0.0	[ 2 0 0 ]	0.07823290752930079	[ 2 0 1 ]	0.0	[ 2 1 0 ]	0.050655633778080494	[ 2 1 1 ]	0.0	[ 2 3 0 ]	0.06068437207819368	[ 2 3 1 ]	0.0	[ 2 4 0 ]	0.06554916702752828	[ 2 4 1 ]	0.0	[ 3 0 0 ]	0.0011235080191055581	[ 3 0 1 ]	0.0	[ 3 1 0 ]	0.018723170455555178	[ 3 1 1 ]	0.0	[ 3 2 0 ]	0.1024024928693957	[ 3 2 1 ]	0.0	[ 3 4 0 ]	0.041485431687679854	[ 3 4 1 ]	0.0	[ 4 0 0 ]	0.045427229884404285	[ 4 0 1 ]	0.0	[ 4 1 0 ]	0.09357742045116131	[ 4 1 1 ]	0.0	[ 4 2 0 ]	0.062291017440145535	[ 4 2 1 ]	0.0	[ 4 3 0 ]	0.012601548672606428	[ 4 3 1 ]	0.0	
1	[ 0 1 0 ]	0.09960128709206885	[ 0 1 1 ]	0.0	[ 0 2 0 ]	0.041764450952859716	[ 0 2 1 ]	0.0	[ 0 3 0 ]	0.030921258465293217	[ 0 3 1 ]	0.0	[ 0 4 0 ]	0.01219439738640903	[ 0 4 1 ]	0.0	[ 1 0 0 ]	0.06939032495094886	[ 1 0 1 ]	0.0	[ 1 2 0 ]	0.03976943899547469	[ 1 2 1 ]	0.0	[ 1 3 0 ]	0.07307652515831342	[ 1 3 1 ]	0.0	[ 1 4 0 ]	5.284171054752357E-4	[ 1 4 1 ]	0.0	[ 2 0 0 ]	0.07823290752930079	[ 2 0 1 ]	0.0	[ 2 1 0 ]	0.0506556337780805	[ 2 1 1 ]	0.0	[ 2 3 0 ]	0.06068437207819368	[ 2 3 1 ]	0.0	[ 2 4 0 ]	0.06554916702752828	[ 2 4 1 ]	0.0	[ 3 0 0 ]	0.0011235080191055581	[ 3 0 1 ]	0.0	[ 3 1 0 ]	0.018723170455555178	[ 3 1 1 ]	0.0	[ 3 2 0 ]	0.1024024928693957	[ 3 2 1 ]	0.0	[ 3 4 0 ]	0.041485431687679854	[ 3 4 1 ]	0.0	[ 4 0 0 ]	0.045427229884404285	[ 4 0 1 ]	0.0	[ 4 1 0 ]	0.09357742045116131	[ 4 1 1 ]	0.0	[ 4 2 0 ]	0.062291017440145535	[ 4 2 1 ]	0.0	[ 4 3 0 ]	0.012601548672606428	[ 4 3 1 ]	0.0	
2	[ 0 1 0 ]	0.09960128709206885	[ 0 1 1 ]	0.0	[ 0 2 0 ]	0.041764450952859716	[ 0 2 1 ]	0.0	[ 0 3 0 ]	0.030921258465293217	[ 0 3 1 ]	0.0	[ 0 4 0 ]	0.01219439738640903	[ 0 4 1 ]	0.0	[ 1 0 0 ]	0.06939032495094886	[ 1 0 1 ]	0.0	[ 1 2 0 ]	0.03976943899547469	[ 1 2 1 ]	0.0	[ 1 3 0 ]	0.07307652515831342	[ 1 3 1 ]	0.0	[ 1 4 0 ]	5.284171054752357E-4	[ 1 4 1 ]	0.0	[ 2 0 0 ]	0.07823290752930079	[ 2 0 1 ]	0.0	[ 2 1 0 ]	0.050655633778080494	[ 2 1 1 ]	0.0	[ 2 3 0 ]	0.06068437207819368	[ 2 3 1 ]	0.0	[ 2 4 0 ]	0.06554916702752828	[ 2 4 1 ]	0.0	[ 3 0 0 ]	0.0011235080191055581	[ 3 0 1 ]	0.0	[ 3 1 0 ]	0.018723170455555178	[ 3 1 1 ]	0.0	[ 3 2 0 ]	0.10240249286939572	[ 3 2 1 ]	0.0	[ 3 4 0 ]	0.041485431687679854	[ 3 4 1 ]	0.0	[ 4 0 0 ]	0.04542722988440428	[ 4 0 1 ]	0.0	[ 4 1 0 ]	0.09357742045116131	[ 4 1 1 ]	0.0	[ 4 2 0 ]	0.062291017440145535	[ 4 2 1 ]	0.0	[ 4 3 0 ]	0.012601548672606428	[ 4 3 1 ]	0.0	
3	[ 0 1 0 ]	0.09960128709206885	[ 0 1 1 ]	0.0	[ 0 2 0 ]	0.041764450952859716	[ 0 2 1 ]	0.0	[ 0 3 0 ]	0.030921258465293217	[ 0 3 1 ]	0.0	[ 0 4 0 ]	0.01219439738640903	[ 0 4 1 ]	0.0	[ 1 0 0 ]	0.06939032495094886	[ 1 0 1 ]	0.0	[ 1 2 0 ]	0.03976943899547469	[ 1 2 1 ]	0.0	[ 1 3 0 ]	0.07307652515831342	[ 1 3 1 ]	0.0	[ 1 4 0 ]	5.284171054752357E-4	[ 1 4 1 ]	0.0	[ 2 0 0 ]	0.07823290752930079	[ 2 0 1 ]	0.0	[ 2 1 0 ]	0.050655633778080494	[ 2 1 1 ]	0.0	[ 2 3 0 ]	0.06068437207819368	[ 2 3 1 ]	0.0	[ 2 4 0 ]	0.06554916702752828	[ 2 4 1 ]	0.0	[ 3 0 0 ]	0.0011235080191055581	[ 3 0 1 ]	0.0	[ 3 1 0 ]	0.018723170455555178	[ 3 1 1 ]	0.0	[ 3 2 0 ]	0.10240249286939572	[ 3 2 1 ]	0.0	[ 3 4 0 ]	0.041485431687679854	[ 3 4 1 ]	0.0	[ 4 0 0 ]	0.045427229884404285	[ 4 0 1 ]	0.0	[ 4 1 0 ]	0.09357742045116131	[ 4 1 1 ]	0.0	[ 4 2 0 ]	0.062291017440145535	[ 4 2 1 ]	0.0	[ 4 3 0 ]	0.012601548672606428	[ 4 3 1 ]	0.0	
4	[ 0 1 0 ]	0.09960128709206886	[ 0 1 1 ]	0.0	[ 0 2 0 ]	0.041764450952859716	[ 0 2 1 ]	0.0	[ 0 3 0 ]	0.030921258465293217	[ 0 3 1 ]	0.0	[ 0 4 0 ]	0.01219439738640903	[ 0 4 1 ]	0.0	[ 1 0 0 ]	0.06939032495094886	[ 1 0 1 ]	0.0	[ 1 2 0 ]	0.03976943899547469	[ 1 2 1 ]	0.0	[ 1 3 0 ]	0.07307652515831342	[ 1 3 1 ]	0.0	[ 1 4 0 ]	5.284171054752357E-4	[ 1 4 1 ]	0.0	[ 2 0 0 ]	0.07823290752930079	[ 2 0 1 ]	0.0	[ 2 1 0 ]	0.050655633778080494	[ 2 1 1 ]	0.0	[ 2 3 0 ]	0.06068437207819368	[ 2 3 1 ]	0.0	[ 2 4 0 ]	0.06554916702752828	[ 2 4 1 ]	0.0	[ 3 0 0 ]	0.0011235080191055581	[ 3 0 1 ]	0.0	[ 3 1 0 ]	0.018723170455555178	[ 3 1 1 ]	0.0	[ 3 2 0 ]	0.10240249286939572	[ 3 2 1 ]	0.0	[ 3 4 0 ]	0.041485431687679854	[ 3 4 1 ]	0.0	[ 4 0 0 ]	0.045427229884404285	[ 4 0 1 ]	0.0	[ 4 1 0 ]	0.09357742045116131	[ 4 1 1 ]	0.0	[ 4 2 0 ]	0.062291017440145535	[ 4 2 1 ]	0.0	[ 4 3 0 ]	0.012601548672606426	[ 4 3 1 ]	0.0	
5	[ 0 1 0 ]	0.09960128709206885	[ 0 1 1 ]	0.0	[ 0 2 0 ]	0.041764450952859716	[ 0 2 1 ]	0.0	[ 0 3 0 ]	0.030921258465293217	[ 0 3 1 ]	0.0	[ 0 4 0 ]	0.01219439738640903	[ 0 4 1 ]	0.0	[ 1 0 0 ]	0.06939032495094886	[ 1 0 1 ]	0.0	[ 1 2 0 ]	0.03976943899547469	[ 1 2 1 ]	0.0	[ 1 3 0 ]	0.07307652515831342	[ 1 3 1 ]	0.0	[ 1 4 0 ]	5.284171054752357E-4	[ 1 4 1 ]	0.0	[ 2 0 0 ]	0.07823290752930079	[ 2 0 1 ]	0.0	[ 2 1 0 ]	0.0506556337780805	[ 2 1 1 ]	0.0	[ 2 3 0 ]	0.06068437207819368	[ 2 3 1 ]	0.0	[ 2 4 0 ]	0.06554916702752828	[ 2 4 1 ]	0.0	[ 3 0 0 ]	0.0011235080191055581	[ 3 0 1 ]	0.0	[ 3 1 0 ]	0.018723170455555178	[ 3 1 1 ]	0.0	[ 3 2 0 ]	0.10240249286939573	[ 3 2 1 ]	0.0	[ 3 4 0 ]	0.041485431687679854	[ 3 4 1 ]	0.0	[ 4 0 0 ]	0.045427229884404285	[ 4 0 1 ]	0.0	[ 4 1 0 ]	0.09357742045116131	[ 4 1 1 ]	0.0	[ 4 2 0 ]	0.062291017440145535	[ 4 2 1 ]	0.0	[ 4 3 0 ]	0.012601548672606428	[ 4 3 1 ]	0.0	
6	[ 0 1 0 ]	0.09960128709206886	[ 0 1 1 ]	0.0	[ 0 2 0 ]	0.041764450952859716	[ 0 2 1 ]	0.0	[ 0 3 0 ]	0.030921258465293217	[ 0 3 1 ]	0.0	[ 0 4 0 ]	0.01219439738640903	[ 0 4 1 ]	0.0	[ 1 0 0 ]	0.06939032495094886	[ 1 0 1 ]	0.0	[ 1 2 0 ]	0.03976943899547469	[ 1 2 1 ]	0.0	[ 1 3 0 ]	0.07307652515831342	[ 1 3 1 ]	0.0	[ 1 4 0 ]	5.284171054752357E-4	[ 1 4 1 ]	0.0	[ 2 0 0 ]	0.07823290752930079	[ 2 0 1 ]	0.0	[ 2 1 0 ]	0.050655633778080494	[ 2 1 1 ]	0.0	[ 2 3 0 ]	0.06068437207819368	[ 2 3 1 ]	0.0	[ 2 4 0 ]	0.06554916702752828	[ 2 4 1 ]	0.0	[ 3 0 0 ]	0.0011235080191055581	[ 3 0 1 ]	0.0	[ 3 1 0 ]	0.018723170455555178	[ 3 1 1 ]	0.0	[ 3 2 0 ]	0.10240249286939572	[ 3 2 1 ]	0.0	[ 3 4 0 ]	0.041485431687679854	[ 3 4 1 ]	0.0	[ 4 0 0 ]	0.045427229884404285	[ 4 0 1 ]	0.0	[ 4 1 0 ]	0.0935774204511613	[ 4 1 1 ]	0.0	[ 4 2 0 ]	0.062291017440145535	[ 4 2 1 ]	0.0	[ 4 3 0 ]	0.012601548672606428	[ 4 3 1 ]	0.0	
7	[ 0 1 0 ]	0.09960128709206885	[ 0 1 1 ]	0.0	[ 0 2 0 ]	0.041764450952859716	[ 0 2 1 ]	0.0	[ 0 3 0 ]	0.030921258465293217	[ 0 3 1 ]	0.0	[ 0 4 0 ]	0.01219439738640903	[ 0 4 1 ]	0.0	[ 1 0 0 ]	0.06939032495094886	[ 1 0 1 ]	0.0	[ 1 2 0 ]	0.03976943899547469	[ 1 2 1 ]	0.0	[ 1 3 0 ]	0.07307652515831342	[ 1 3 1 ]	0.0	[ 1 4 0 ]	5.284171054752357E-4	[ 1 4 1 ]	0.0	[ 2 0 0 ]	0.07823290752930079	[ 2 0 1 ]	0.0	[ 2 1 0 ]	0.050655633778080494	[ 2 1 1 ]	0.0	[ 2 3 0 ]	0.06068437207819368	[ 2 3 1 ]	0.0	[ 2 4 0 ]	0.06554916702752828	[ 2 4 1 ]	0.0	[ 3 0 0 ]	0.0011235080191055581	[ 3 0 1 ]	0.0	[ 3 1 0 ]	0.018723170455555178	[ 3 1 1 ]	0.0	[ 3 2 0 ]	0.10240249286939572	[ 3 2 1 ]	0.0	[ 3 4 0 ]	0.041485431687679854	[ 3 4 1 ]	0.0	[ 4 0 0 ]	0.04542722988440429	[ 4 0 1 ]	0.0	[ 4 1 0 ]	0.09357742045116131	[ 4 1 1 ]	0.0	[ 4 2 0 ]	0.062291017440145535	[ 4 2 1 ]	0.0	[ 4 3 0 ]	0.01260154867260643	[ 4 3 1 ]	0.0	
8	[ 0 1 0 ]	0.09960128709206886	[ 0 1 1 ]	0.0	[ 0 2 0 ]	0.041764450952859716	[ 0 2 1 ]	0.0	[ 0 3 0 ]	0.030921258465293217	[ 0 3 1 ]	0.0	[ 0 4 0 ]	0.01219439738640903	[ 0 4 1 ]	0.0	[ 1 0 0 ]	0.06939032495094886	[ 1 0 1 ]	0.0	[ 1 2 0 ]	0.03976943899547469	[ 1 2 1 ]	0.0	[ 1 3 0 ]	0.07307652515831342	[ 1 3 1 ]	0.0	[ 1 4 0 ]	5.284171054752357E-4	[ 1 4 1 ]	0.0	[ 2 0 0 ]	0.07823290752930079	[ 2 0 1 ]	0.0	[ 2 1 0 ]	0.050655633778080494	[ 2 1 1 ]	0.0	[ 2 3 0 ]	0.06068437207819368	[ 2 3 1 ]	0.0	[ 2 4 0 ]	0.06554916702752828	[ 2 4 1 ]	0.0	[ 3 0 0 ]	0.0011235080191055581	[ 3 0 1 ]	0.0	[ 3 1 0 ]	0.018723170455555178	[ 3 1 1 ]	0.0	[ 3 2 0 ]	0.10240249286939572	[ 3 2 1 ]	0.0	[ 3 4 0 ]	0.041485431687679854	[ 3 4 1 ]	0.0	[ 4 0 0 ]	0.04542722988440428	[ 4 0 1 ]	0.0	[ 4 1 0 ]	0.09357742045116131	[ 4 1 1 ]	0.0	[ 4 2 0 ]	0.062291017440145535	[ 4 2 1 ]	0.0	[ 4 3 0 ]	0.012601548672606428	[ 4 3 1 ]	0.0	
9	[ 0 1 0 ]	0.09960128709206885	[ 0 1 1 ]	0.0	[ 0 2 0 ]	0.041764450952859716	[ 0 2 1 ]	0.0	[ 0 3 0 ]	0.03092125846529322	[ 0 3 1 ]	0.0	[ 0 4 0 ]	0.01219439738640903	[ 0 4 1 ]	0.0	[ 1 0 0 ]	0.06939032495094886	[ 1 0 1 ]	0.0	[ 1 2 0 ]	0.03976943899547469	[ 1 2 1 ]	0.0	[ 1 3 0 ]	0.07307652515831342	[ 1 3 1 ]	0.0	[ 1 4 0 ]	5.284171054752357E-4	[ 1 4 1 ]	0.0	[ 2 0 0 ]	0.07823290752930079	[ 2 0 1 ]	0.0	[ 2 1 0 ]	0.050655633778080494	[ 2 1 1 ]	0.0	[ 2 3 0 ]	0.06068437207819368	[ 2 3 1 ]	0.0	[ 2 4 0 ]	0.06554916702752828	[ 2 4 1 ]	0.0	[ 3 0 0 ]	0.0011235080191055581	[ 3 0 1 ]	0.0	[ 3 1 0 ]	0.018723170455555178	[ 3 1 1 ]	0.0	[ 3 2 0 ]	0.10240249286939572	[ 3 2 1 ]	0.0	[ 3 4 0 ]	0.041485431687679854	[ 3 4 1 ]	0.0	[ 4 0 0 ]	0.045427229884404285	[ 4 0 1 ]	0.0	[ 4 1 0 ]	0.09357742045116131	[ 4 1 1 ]	0.0	[ 4 2 0 ]	0.062291017440145535	[ 4 2 1 ]	0.0	[ 4 3 0 ]	0.012601548672606428	[ 4 3 1 ]	0.0	
